"tweet_type","id","created_at","username","user_display_name","text","lang","source","retweet_count","favorite_count","reply_count","quote_count","bookmark_count","view_count","has_media","media_type","media_urls","video_url","video_duration","thumbnail_url","conversation_id_str","in_reply_to_status_id_str","in_reply_to_user_id_str","in_reply_to_screen_name","quoted_status_id_str","quoted_user_id_str","retweeted_status_id_str"
"quote","2053078797298069973","2026-05-09T11:45:04.000Z","zodchiii","darkzodchi","The creator of Claude Code revealed that most developers are using a weakened version of Claude without knowing it.

Default thinking effort quietly dropped from high to medium. 

The fix is two lines most users have never seen.

Watch the talk, then save the full list of 15 settings below 👇","en","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","18","327","22","3","826","88109","true","video","https://pbs.twimg.com/amplify_video_thumb/2053077673660841987/img/vklkZNtyl9UUlF3v.jpg","https://video.twimg.com/amplify_video/2053077673660841987/vid/avc1/1280x720/G9BQs1spF24rzfLO.mp4?tag=27","1475","https://pbs.twimg.com/amplify_video_thumb/2053077673660841987/img/vklkZNtyl9UUlF3v.jpg","2053078797298069973",,,,"2053042131111927976","1226636978256564226",
"original","2054261832718889216","2026-05-12T18:06:01.000Z","gregisenberg","GREG ISENBERG","I'm giving away a FULL course on how to build a managed AI agent business solo using Hermes Agent, Orgo, Obsidian, Codex, Claude Code etc. 

Here's everything (47 minutes):

1. The offer: unlimited agents, unlimited usage, all infrastructure and security included. The customer gets a digital employee. They never think about tokens or models. You handle everything.

2. Don't niche down too fast. Try marketing agencies, law firms, insurance, manufacturing, real estate. See where the market pulls you. Then go vertical. Diverge first, converge later.

3. Every executive has the same problems regardless of industry. Too many emails, too many meetings, too many follow-ups, too many open loops. Solve those first. Then layer in vertical-specific skills.

4. The stack: Hermes Agent for the agent harness. Codex or Claude Code desktop to build and configure. Orgo for cloud computers so every agent lives in its own sandbox. Composio for one-click authentication across thousands of apps. Agent Mail to give every agent its own email. Obsidian for the knowledge base.

5. Use agents to build agents. Don't stress about setup. Use Claude Code or Codex to install and configure Hermes inside a VM. Use Perplexity MCP, Context7, and Exa for up-to-date docs. Your agent sets up your customer's agents.

6. GPT 5.5 is the best model right now. Efficient with tool calls. Doesn't eat tokens like Opus 4.7. For cheaper tasks, GLM 5.1 from ZAI is the best open source option.

7. Set up watchdogs for gateway crashes so they auto-restore. Have agents email you when cron jobs break or skills fail. Your customer should never have to tell you something is broken.

8. Get customers through content. If someone jumps on a call and already knows who you are and what you sell, that's the position you want. Content is the most leveraged thing you can do in 2026.

9. Keep scope tight. One to two requests at a time, delivered in under 48 hours. Use Trello for customer-facing project management. Send Loom updates at random hours to show you're always working on their agents.

10. If you can set up Claude Code, Hermes, or OpenClaw, you have a skill that 99% of business owners don't have and would pay $5k/month for. You're probably not giving yourself enough credit.

shoutout to @nickvasiles  from @orgodotai for coming back on @startupideaspod and sharing the full playbook. tools, stack, fulfillment, everything.

this type of episode isn't shared anywhere on the internet. this is the alpha people keep for themselves.

i will keep sharing if you keep watching.

you could watch netflix or you can watch this (link below)

https://youtu.be/BI-MNjm1tTQ?si=iDwFOfRPrpvViyC_

watch","en","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","193","1962","126","20","4666","193723","true","video","https://pbs.twimg.com/amplify_video_thumb/2054261560533520384/img/hTXMP_re6ejgHPht.jpg","https://video.twimg.com/amplify_video/2054261560533520384/vid/avc1/1280x720/suc7QrDu_Yy_FUTW.mp4?tag=27","2874","https://pbs.twimg.com/amplify_video_thumb/2054261560533520384/img/hTXMP_re6ejgHPht.jpg","2054261832718889216",,,,,,
"quote","2053495306235347100","2026-05-10T15:20:07.000Z","dunik_7","dunik","40% of the code Claude writes for you is wasted. you're paying for the rewrite. 

a 65-line markdown file fixes it. 120,000 developers have starred it.

the author tested it on ""30 codebases over 6 weeks"" and reported a mistake rate drop from 41% to either 11% or 3% 

depending on whether you read the headline or the body.

the irony is that the article is right.

CLAUDE.md is the most under-leveraged file in your stack.

65 lines of behavioral rules outperform a 4,000-token preferences dump.

""be careful"" is useless. testable imperatives are gold. 

""be senior"" doesn't work Claude already thinks it is.

the 4 rules that ship the most leverage:

/ state assumptions, never guess silently 
/ minimum code, nothing speculative 
/ surgical changes, don't refactor adjacent code 
/ define success, loop until verified

compliance: ~80%. mistake rate: from ~40% to single digits.

no human caught the contradicting numbers in the title. 

nobody had to.","en","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","383","5687","70","16","17824","1856947","true","video","https://pbs.twimg.com/amplify_video_thumb/2053495111762280453/img/oTVoGumcwt2LluAH.jpg","https://video.twimg.com/amplify_video/2053495111762280453/vid/avc1/1920x1080/JRMm8dMMycMR3TXq.mp4?tag=27","1542","https://pbs.twimg.com/amplify_video_thumb/2053495111762280453/img/oTVoGumcwt2LluAH.jpg","2053495306235347100",,,,"2053116311132155938","1062361511866327041",
"original","2053187673720795332","2026-05-09T18:57:42.000Z","saidstetic","said","12 funciones de Claude Code que todos  debería conocer","es","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","61","531","9","7","1015","320212","true","video","https://pbs.twimg.com/amplify_video_thumb/2053187385786015747/img/tQDzT7EStbOaQt5c.jpg","https://video.twimg.com/amplify_video/2053187385786015747/vid/avc1/1920x1080/15eY-0PG6EjLJGNc.mp4?tag=27","449","https://pbs.twimg.com/amplify_video_thumb/2053187385786015747/img/tQDzT7EStbOaQt5c.jpg","2053187673720795332",,,,,,
"quote","2053778835100119288","2026-05-11T10:06:46.000Z","Av1dlive","Avid","Garry Tan (CEO of Y-Combinator):  ""when someone asks how I 'prompt' my AI,  the answer is: I don't. the skills are the prompts.""

[if I had 7 days to master skills and how to use them to automate workflows:]

→ read the Skillify 11-item checklist (SKILL.md in gbrain)
→ watch Murag + Barry Zhang: ""Don't Build Agents. Build Skills Instead.""
→ Read ""Designing, Refining, and Maintaining Agent Skills at Perplexity""
→ do one workflow. type /skillify. watch it become permanent.

that's the whole day.

here is how to set it up:

1. clone GBrain (his open-source second brain, Postgres-backed memory + 30 skills)

2. add GStack (23 battle-tested slash-command skills, drops right in)

3. do anything once → type /skillify → it's a skill forever

prompting is dead. skillifying is next.","en","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","192","1702","59","3","4362","270821","true","video","https://pbs.twimg.com/amplify_video_thumb/2053778768783986688/img/_mKrilrLZCGvyaXl.jpg","https://video.twimg.com/amplify_video/2053778768783986688/vid/avc1/1280x720/UZuj1RyNm6543rVt.mp4?tag=27","136","https://pbs.twimg.com/amplify_video_thumb/2053778768783986688/img/_mKrilrLZCGvyaXl.jpg","2053778835100119288",,,,"2053769247822914031",,
"quote","2054235793250554086","2026-05-12T16:22:33.000Z","0xCodez","Codez","Anthropic's Claude team just showed how to build an AI agent with real memory in under 30 minutes.

24-minutes. free. by the people who built Claude.

one person + 10 agents with memory = a team that runs 24/7, remembers every customer improves itself.

worth than $500 vibe-coding course.","en","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","113","881","24","11","3074","1590530","true","video","https://pbs.twimg.com/amplify_video_thumb/2054235344229257217/img/QIoZfrC9xnYpkC95.jpg","https://video.twimg.com/amplify_video/2054235344229257217/vid/avc1/1920x1080/WfpEOXNyYKQU9w9S.mp4?tag=27","1463","https://pbs.twimg.com/amplify_video_thumb/2054235344229257217/img/QIoZfrC9xnYpkC95.jpg","2054235793250554086",,,,"2054132051536961540",,
"quote","2054250035211116589","2026-05-12T17:19:09.000Z","0xMovez","Movez","Google Cloud AI engineer just showed how they go from idea to deployed app at Google in 30-minutes using Claude.

26-minutes. free. by Google AI team. 

one person + Claude + Google Cloud = a full engineering org running on a laptop.

worth more than any $500 vibe-coding course.","en","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","1456","11462","143","45","25240","1744337","true","video","https://pbs.twimg.com/amplify_video_thumb/2054249814410383360/img/HcPt0T0uWNQQHFg4.jpg","https://video.twimg.com/amplify_video/2054249814410383360/vid/avc1/1920x1080/UsCuvL_AssvCjW5Q.mp4?tag=27","1583","https://pbs.twimg.com/amplify_video_thumb/2054249814410383360/img/HcPt0T0uWNQQHFg4.jpg","2054250035211116589",,,,"2054235793250554086","2054190711243710464",
"original","2054137878968439247","2026-05-12T09:53:29.000Z","zodchiii","darkzodchi","http://x.com/i/article/2054116854449266688","zxx","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","70","720","30","15","3790","1259874","false","none",,,,,"2054137878968439247",,,,,,
"quote","2054298898902966377","2026-05-12T20:33:19.000Z","0x_kaize","kaize","Anthropic just dropped a 25-minute video showing everything new in Claude Code. Official channel, not a course, not an influencer

Subagents, agent teams, background tasks, parallel workflows. Most people are still using Claude Code as a single-prompt chat","en","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","162","1839","32","2","4701","333558","true","video","https://pbs.twimg.com/amplify_video_thumb/2054298473034326016/img/IobNTZHmKbs9AvMO.jpg","https://video.twimg.com/amplify_video/2054298473034326016/vid/avc1/1280x720/ayXk_7Hw9a32Zj_t.mp4?tag=27","1495","https://pbs.twimg.com/amplify_video_thumb/2054298473034326016/img/IobNTZHmKbs9AvMO.jpg","2054298898902966377",,,,"2054137878968439247","1226636978256564226",
"quote","2054234761120677985","2026-05-12T16:18:27.000Z","heynavtoor","Nav Toor","> go to bed at 11pm
> 1am: code agent fixes failing tests
> 2am: research agent writes tomorrow's briefing
> 3am: numbers agent flags yesterday's anomaly
> 4am: briefing agent queues the one decision to make before noon
> 6am: inbox agent sorts emails and drafts the urgent replies
> 7am: you wake up. everything is done.

9 agents. running every night. while you sleep.

$540K of payroll. doing your morning prep. for free. by 7am.

this article has every agent file. copy them. schedule them. wake up to the future.","en","<a href=""https://typefully.com/"" rel=""nofollow"">Typefully</a>","32","315","18","2","762","100511","true","video","https://pbs.twimg.com/amplify_video_thumb/2054234706049409024/img/kF57z6RMe7ZjaSza.jpg","https://video.twimg.com/amplify_video/2054234706049409024/vid/avc1/1268x720/xXao6_syIB9gZJS8.mp4?tag=14","20","https://pbs.twimg.com/amplify_video_thumb/2054234706049409024/img/kF57z6RMe7ZjaSza.jpg","2054234761120677985",,,,"2054149098513866941",,
